name,constituency,email,website,office_type,office_title,office_address,office_city,office_province,office_postal_code,office_note,office_phone,office_fax,source,time_retrieved
Kelly Block,Carlton Trail—Eagle Creek,kelly.block@parl.gc.ca,,Constituency Office,Rosetown,,Rosetown,Saskatchewan,S0L 2V0,,306-882-6447,306-882-6443,https://www.ourcommons.ca/members/en/kelly-block(59156),1705764558727
Kody Blois,Kings—Hants,Kody.Blois@parl.gc.ca,http://kodyblois.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-8231,613-996-9349,https://www.ourcommons.ca/members/en/kody-blois(104555),1705764558727
Kody Blois,Kings—Hants,Kody.Blois@parl.gc.ca,http://kodyblois.libparl.ca,Constituency Office,Main office -  Wolfville,,Wolfville,Nova Scotia,B4P 2C1,,902-542-4010,902-542-4184,https://www.ourcommons.ca/members/en/kody-blois(104555),1705764558727
The Honourable Randy Boissonnault,Edmonton Centre,randy.boissonnault@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-4524,613-943-0044,https://www.ourcommons.ca/members/en/randy-boissonnault(89147),1705764558727
The Honourable Randy Boissonnault,Edmonton Centre,randy.boissonnault@parl.gc.ca,,Constituency Office,Main office -  Edmonton,,Edmonton,Alberta,T5N 1P9,,780-442-1888,780-442-1891,https://www.ourcommons.ca/members/en/randy-boissonnault(89147),1705764558727
Alexandre Boulerice,Rosemont—La Petite-Patrie,Alexandre.Boulerice@parl.gc.ca,http://www.boulerice.org,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0423,613-992-0878,https://www.ourcommons.ca/members/en/alexandre-boulerice(58775),1705764558727
Alexandre Boulerice,Rosemont—La Petite-Patrie,Alexandre.Boulerice@parl.gc.ca,http://www.boulerice.org,Constituency Office,Main office -  Montréal,,Montréal,Quebec,H2G 3C6,,514-729-5342,514-729-5875,https://www.ourcommons.ca/members/en/alexandre-boulerice(58775),1705764558727
Valerie Bradford,Kitchener South—Hespeler,valerie.bradford@parl.gc.ca,http://valeriebradford.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1063,613-992-1082,https://www.ourcommons.ca/members/en/valerie-bradford(110487),1705764558727
Valerie Bradford,Kitchener South—Hespeler,valerie.bradford@parl.gc.ca,http://valeriebradford.libparl.ca,Constituency Office,Main office -  Kitchener,,Kitchener,Ontario,N2P 2N6,,519-571-5509,519-571-5515,https://www.ourcommons.ca/members/en/valerie-bradford(110487),1705764558727
Richard Bragdon,Tobique—Mactaquac,Richard.Bragdon@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-947-4431,613-947-4434,https://www.ourcommons.ca/members/en/richard-bragdon(88369),1705764558727
Richard Bragdon,Tobique—Mactaquac,Richard.Bragdon@parl.gc.ca,,Constituency Office,Main office -  Nackawic,,Nackawic,New Brunswick,E6G 1G9,,1-800-671-6160,1-506-575-6218,https://www.ourcommons.ca/members/en/richard-bragdon(88369),1705764558727
Richard Bragdon,Tobique—Mactaquac,Richard.Bragdon@parl.gc.ca,,Constituency Office,Grand Falls,,Grand Falls,New Brunswick,E3Z 2J9,,1-800-671-6160,,https://www.ourcommons.ca/members/en/richard-bragdon(88369),1705764558727
John Brassard,Barrie—Innisfil,john.brassard@parl.gc.ca,http://johnbrassard.com,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3394,613-996-7923,https://www.ourcommons.ca/members/en/john-brassard(88674),1705764558727
John Brassard,Barrie—Innisfil,john.brassard@parl.gc.ca,http://johnbrassard.com,Constituency Office,Main office -  Barrie,,Barrie,Ontario,L4N 6M2,,705-726-5959,705-726-3340,https://www.ourcommons.ca/members/en/john-brassard(88674),1705764558727
Élisabeth Brière,Sherbrooke,Elisabeth.Briere@parl.gc.ca,http://elisabethbriere.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-943-7896,613-943-7902,https://www.ourcommons.ca/members/en/elisabeth-briere(104977),1705764558727
Élisabeth Brière,Sherbrooke,Elisabeth.Briere@parl.gc.ca,http://elisabethbriere.libparl.ca,Constituency Office,Main office -  Sherbrooke,,Sherbrooke,Quebec,J1J 2C3,,819-564-4200,819-564-3745,https://www.ourcommons.ca/members/en/elisabeth-briere(104977),1705764558727
Larry Brock,Brantford—Brant,larry.brock@parl.gc.ca,http://www.larrybrockmp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3118,613-992-6382,https://www.ourcommons.ca/members/en/larry-brock(110354),1705764558727
Larry Brock,Brantford—Brant,larry.brock@parl.gc.ca,http://www.larrybrockmp.ca,Constituency Office,Main office -  Brantford,,Brantford,Ontario,N3R 1V6,,519-754-4300,519-751-8177,https://www.ourcommons.ca/members/en/larry-brock(110354),1705764558727
Alexis Brunelle-Duceppe,Lac-Saint-Jean,Alexis.Brunelle-Duceppe@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-6236,613-996-6252,https://www.ourcommons.ca/members/en/alexis-brunelle-duceppe(104786),1705764558727
Alexis Brunelle-Duceppe,Lac-Saint-Jean,Alexis.Brunelle-Duceppe@parl.gc.ca,,Constituency Office,Main office -  Alma,,Alma,Quebec,G8B 3E2,,418-669-0013,418-669-0048,https://www.ourcommons.ca/members/en/alexis-brunelle-duceppe(104786),1705764558727
Blaine Calkins,Red Deer—Lacombe,blaine.calkins@parl.gc.ca,http://blainecalkinsmp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-8886,613-996-9860,https://www.ourcommons.ca/members/en/blaine-calkins(35897),1705764558727
Blaine Calkins,Red Deer—Lacombe,blaine.calkins@parl.gc.ca,http://blainecalkinsmp.ca,Constituency Office,Main office -  Blackfalds,,Blackfalds,Alberta,T0M 0J0,,587-621-0020,587-621-0029,https://www.ourcommons.ca/members/en/blaine-calkins(35897),1705764558727
Richard Cannings,South Okanagan—West Kootenay,richard.cannings@parl.gc.ca,http://richardcannings.ndp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-8036,613-943-0922,https://www.ourcommons.ca/members/en/richard-cannings(89327),1705764558727
Richard Cannings,South Okanagan—West Kootenay,richard.cannings@parl.gc.ca,http://richardcannings.ndp.ca,Constituency Office,Main office -  Penticton,,Penticton,British Columbia,V2A 5B7,,250-770-4480,,https://www.ourcommons.ca/members/en/richard-cannings(89327),1705764558727
Richard Cannings,South Okanagan—West Kootenay,richard.cannings@parl.gc.ca,http://richardcannings.ndp.ca,Constituency Office,Castlegar,,Castlegar,British Columbia,V1N 1J1,,250-365-2792,250-365-2793,https://www.ourcommons.ca/members/en/richard-cannings(89327),1705764558727
Frank Caputo,Kamloops—Thompson—Cariboo,frank.caputo@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-6931,613-995-9897,https://www.ourcommons.ca/members/en/frank-caputo(111007),1705764558727
Frank Caputo,Kamloops—Thompson—Cariboo,frank.caputo@parl.gc.ca,,Constituency Office,Main office -  Kamloops,,Kamloops,British Columbia,V2C 2E7,,250-851-4991,250-851-4994,https://www.ourcommons.ca/members/en/frank-caputo(111007),1705764558727
Frank Caputo,Kamloops—Thompson—Cariboo,frank.caputo@parl.gc.ca,,Constituency Office,100 Mile House,,100 Mile House,British Columbia,V0K 2E0,,250-395-4381,250-395-4389,https://www.ourcommons.ca/members/en/frank-caputo(111007),1705764558727
Ben Carr,Winnipeg South Centre,ben.carr@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-9475,613-992-9586,https://www.ourcommons.ca/members/en/ben-carr(115744),1705764558727
Ben Carr,Winnipeg South Centre,ben.carr@parl.gc.ca,,Constituency Office,Main office -  Winnipeg,,Winnipeg,Manitoba,R3L 0P3,,204-983-1355,204-984-3979,https://www.ourcommons.ca/members/en/ben-carr(115744),1705764558727
Colin Carrie,Oshawa,colin.carrie@parl.gc.ca,http://www.colincarriemp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-4756,613-992-1357,https://www.ourcommons.ca/members/en/colin-carrie(25486),1705764558727
Colin Carrie,Oshawa,colin.carrie@parl.gc.ca,http://www.colincarriemp.ca,Constituency Office,Main office -  Oshawa,,Oshawa,Ontario,L1H 4G4,,905-440-4868,905-440-4872,https://www.ourcommons.ca/members/en/colin-carrie(25486),1705764558727
Sean Casey,Charlottetown,sean.casey@parl.gc.ca,http://seancasey.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-4714,613-995-7685,https://www.ourcommons.ca/members/en/sean-casey(71270),1705764558727
Sean Casey,Charlottetown,sean.casey@parl.gc.ca,http://seancasey.libparl.ca,Constituency Office,Main office -  Charlottetown,,Charlottetown,Prince Edward Island,C1A 1R6,,902-566-7770,902-566-7780,https://www.ourcommons.ca/members/en/sean-casey(71270),1705764558727
Louise Chabot,Thérèse-De Blainville,Louise.Chabot@parl.gc.ca,http://www.louisechabot.quebec,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2617,613-992-6069,https://www.ourcommons.ca/members/en/louise-chabot(104678),1705764558727
Louise Chabot,Thérèse-De Blainville,Louise.Chabot@parl.gc.ca,http://www.louisechabot.quebec,Constituency Office,Main office -  Sainte-Thérèse,,Sainte-Thérèse,Quebec,J7E 2A2,,450-965-1188,450-965-3221,https://www.ourcommons.ca/members/en/louise-chabot(104678),1705764558727
The Honourable Bardish Chagger,Waterloo,bardish.chagger@parl.gc.ca,http://bardishchaggermp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-5928,613-992-6251,https://www.ourcommons.ca/members/en/bardish-chagger(89000),1705764558727
The Honourable Bardish Chagger,Waterloo,bardish.chagger@parl.gc.ca,http://bardishchaggermp.ca,Constituency Office,Main office -  Waterloo,,Waterloo,Ontario,N2J 4P9,,519-746-1573,519-746-6436,https://www.ourcommons.ca/members/en/bardish-chagger(89000),1705764558727
George Chahal,Calgary Skyview,george.chahal@parl.gc.ca,http://www.georgechahalmp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-947-4487,613-947-4490,https://www.ourcommons.ca/members/en/george-chahal(110882),1705764558727
George Chahal,Calgary Skyview,george.chahal@parl.gc.ca,http://www.georgechahalmp.ca,Constituency Office,Main office -  Calgary,,Calgary,Alberta,T3J 5H2,,403-291-0018,403-291-9516,https://www.ourcommons.ca/members/en/george-chahal(110882),1705764558727
Adam Chambers,Simcoe North,adam.chambers@parl.gc.ca,http://adamchambersmp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-6582,613-996-3128,https://www.ourcommons.ca/members/en/adam-chambers(110649),1705764558727
Adam Chambers,Simcoe North,adam.chambers@parl.gc.ca,http://adamchambersmp.ca,Constituency Office,Main office -  Midland,,Midland,Ontario,L4R 3K7,,705-527-7654,705-527-7668,https://www.ourcommons.ca/members/en/adam-chambers(110649),1705764558727
Adam Chambers,Simcoe North,adam.chambers@parl.gc.ca,http://adamchambersmp.ca,Constituency Office,Orillia,,Orillia,Ontario,L3V 7N6,,705-327-0513,705-327-8310,https://www.ourcommons.ca/members/en/adam-chambers(110649),1705764558727
The Honourable François-Philippe Champagne,Saint-Maurice—Champlain,francois-philippe.champagne@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-4895,613-996-6883,https://www.ourcommons.ca/members/en/francois-philippe-champagne(88633),1705764558727
The Honourable François-Philippe Champagne,Saint-Maurice—Champlain,francois-philippe.champagne@parl.gc.ca,,Constituency Office,Main office -  Shawinigan,,Shawinigan,Quebec,G9T 2H5,,819-538-5291,819-538-7624,https://www.ourcommons.ca/members/en/francois-philippe-champagne(88633),1705764558727
The Honourable François-Philippe Champagne,Saint-Maurice—Champlain,francois-philippe.champagne@parl.gc.ca,,Constituency Office,La Tuque,,La Tuque,Quebec,G9X 3Z8,,819-523-2696,,https://www.ourcommons.ca/members/en/francois-philippe-champagne(88633),1705764558727
Martin Champoux,Drummond,Martin.Champoux@parl.gc.ca,http://martinchampoux.com,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-947-4550,613-947-4551,https://www.ourcommons.ca/members/en/martin-champoux(104741),1705764558727
Martin Champoux,Drummond,Martin.Champoux@parl.gc.ca,http://martinchampoux.com,Constituency Office,Main office -  Drummondville,,Drummondville,Quebec,J2C 1M3,,819-477-3611,819-477-7116,https://www.ourcommons.ca/members/en/martin-champoux(104741),1705764558727
Sophie Chatel,Pontiac,sophie.chatel@parl.gc.ca,http://sophiechatel.libparl.ca/?lang=en,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-3950,613-992-6802,https://www.ourcommons.ca/members/en/sophie-chatel(110225),1705764558727
Sophie Chatel,Pontiac,sophie.chatel@parl.gc.ca,http://sophiechatel.libparl.ca/?lang=en,Constituency Office,Main office -  Gatineau,,Gatineau,Quebec,J9J 4K1,,819-775-7970,,https://www.ourcommons.ca/members/en/sophie-chatel(110225),1705764558727
Shaun Chen,Scarborough North,shaun.chen@parl.gc.ca,http://shaunchen.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-9681,613-996-6643,https://www.ourcommons.ca/members/en/shaun-chen(88953),1705764558727
Shaun Chen,Scarborough North,shaun.chen@parl.gc.ca,http://shaunchen.libparl.ca,Constituency Office,Main office -  Scarborough,,Scarborough,Ontario,M1S 1T8,,416-321-2436,416-298-6035,https://www.ourcommons.ca/members/en/shaun-chen(88953),1705764558727
Paul Chiang,Markham—Unionville,paul.chiang@parl.gc.ca,http://paulchiang.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1178,613-992-1206,https://www.ourcommons.ca/members/en/paul-chiang(110513),1705764558727
Paul Chiang,Markham—Unionville,paul.chiang@parl.gc.ca,http://paulchiang.libparl.ca,Constituency Office,Main office -  Markham,,Markham,Ontario,L3R 8G5,,905-470-2509,905-470-1366,https://www.ourcommons.ca/members/en/paul-chiang(110513),1705764558727
The Honourable Michael D. Chong,Wellington—Halton Hills,michael.chong@parl.gc.ca,http://michaelchong.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-4179,613-996-4907,https://www.ourcommons.ca/members/en/michael-d-chong(25488),1705764558727
The Honourable Michael D. Chong,Wellington—Halton Hills,michael.chong@parl.gc.ca,http://michaelchong.ca,Constituency Office,Main office -  Fergus,,Fergus,Ontario,N1M 2L3,,519-843-7344,519-843-3760,https://www.ourcommons.ca/members/en/michael-d-chong(25488),1705764558727
Chad Collins,Hamilton East—Stoney Creek,chad.collins@parl.gc.ca,http://chadcollins.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-6535,613-992-7764,https://www.ourcommons.ca/members/en/chad-collins(110438),1705764558727
Chad Collins,Hamilton East—Stoney Creek,chad.collins@parl.gc.ca,http://chadcollins.libparl.ca,Constituency Office,Main office -  Stoney Creek,,Stoney Creek,Ontario,L8G 1K1,,905-662-4763,905-662-2285,https://www.ourcommons.ca/members/en/chad-collins(110438),1705764558727
Laurel Collins,Victoria,Laurel.Collins@parl.gc.ca,http://laurelcollins.ndp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-2358,613-952-1458,https://www.ourcommons.ca/members/en/laurel-collins(105908),1705764558727
Laurel Collins,Victoria,Laurel.Collins@parl.gc.ca,http://laurelcollins.ndp.ca,Constituency Office,Main office -  Victoria,,Victoria,British Columbia,V8V 3K5,,250-363-3600,250-363-8422,https://www.ourcommons.ca/members/en/laurel-collins(105908),1705764558727
Michael Cooper,St. Albert—Edmonton,michael.cooper@parl.gc.ca,http://michaelcoopermp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-4722,613-995-8880,https://www.ourcommons.ca/members/en/michael-cooper(89219),1705764558727
Michael Cooper,St. Albert—Edmonton,michael.cooper@parl.gc.ca,http://michaelcoopermp.ca,Constituency Office,Main office -  St Albert,,St Albert,Alberta,T8N 1E4,,780-459-0809,780-460-1246,https://www.ourcommons.ca/members/en/michael-cooper(89219),1705764558727
Serge Cormier,Acadie—Bathurst,serge.cormier@parl.gc.ca,http://sergecormier.libparl.ca/?lang=en,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2165,613-992-4558,https://www.ourcommons.ca/members/en/serge-cormier(88350),1705764558727
Serge Cormier,Acadie—Bathurst,serge.cormier@parl.gc.ca,http://sergecormier.libparl.ca/?lang=en,Constituency Office,Main office -  Caraquet,,Caraquet,New Brunswick,E1W 1A5,,1-800-992-5699,506-726-5394,https://www.ourcommons.ca/members/en/serge-cormier(88350),1705764558727
Serge Cormier,Acadie—Bathurst,serge.cormier@parl.gc.ca,http://sergecormier.libparl.ca/?lang=en,Constituency Office,Bathurst,,Bathurst,New Brunswick,E2A 1M9,,506-350-5398,506-546-3045,https://www.ourcommons.ca/members/en/serge-cormier(88350),1705764558727
Michael Coteau,Don Valley East,michael.coteau@parl.gc.ca,http://michaelcoteau.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0919,613-992-0945,https://www.ourcommons.ca/members/en/michael-coteau(110373),1705764558727
Michael Coteau,Don Valley East,michael.coteau@parl.gc.ca,http://michaelcoteau.libparl.ca,Constituency Office,Main office -  North York,,North York,Ontario,M3A 1C1,,416-443-0343,416-443-1393,https://www.ourcommons.ca/members/en/michael-coteau(110373),1705764558727
